sample_id,word_index,char_start,char_end,original_fragment,apostrophe_normalized_fragment,spoken_word,bert_positions,normalization
-mqbVkbCndg$_$0,12,59,63,they,they,they,[16],lowercase / apostrophe normalization
-mqbVkbCndg$_$0,13,64,71,limited,limited,limited,[17],lowercase / apostrophe normalization
-t217m2on-s$_$2,0,0,3,But,But,but,[1],lowercase / apostrophe normalization
-t217m2on-s$_$2,1,4,5,a,a,a,[2],lowercase / apostrophe normalization
-t217m2on-s$_$2,2,6,10,good,good,good,[3],lowercase / apostrophe normalization
-t217m2on-s$_$2,3,11,16,thing,thing,thing,[4],lowercase / apostrophe normalization
-t217m2on-s$_$2,4,17,19,to,to,to,[5],lowercase / apostrophe normalization
-t217m2on-s$_$2,5,20,22,do,do,do,[6],lowercase / apostrophe normalization
-t217m2on-s$_$2,6,23,25,is,is,is,[7],lowercase / apostrophe normalization
-t217m2on-s$_$2,7,26,33,yawning,yawning,yawning,"[8, 9, 10]",lowercase / apostrophe normalization
-t217m2on-s$_$2,8,35,42,chewing,chewing,chewing,[12],lowercase / apostrophe normalization
-t217m2on-s$_$2,9,43,46,gum,gum,gum,[13],lowercase / apostrophe normalization
-t217m2on-s$_$2,10,47,49,is,is,is,[14],lowercase / apostrophe normalization
-t217m2on-s$_$2,11,50,59,effective,effective,effective,[15],lowercase / apostrophe normalization
-t217m2on-s$_$7,0,0,2,If,If,if,[1],lowercase / apostrophe normalization
-t217m2on-s$_$7,1,3,6,you,you,you,[2],lowercase / apostrophe normalization
-t217m2on-s$_$7,2,7,11,find,find,find,[3],lowercase / apostrophe normalization
-t217m2on-s$_$7,3,12,16,that,that,that,[4],lowercase / apostrophe normalization
-t217m2on-s$_$7,4,17,21,your,your,your,[5],lowercase / apostrophe normalization
-t217m2on-s$_$7,5,22,26,ears,ears,ears,[6],lowercase / apostrophe normalization
-t217m2on-s$_$7,6,27,39,consistently,consistently,consistently,[7],lowercase / apostrophe normalization
-t217m2on-s$_$7,7,40,42,do,do,do,[8],lowercase / apostrophe normalization
-t217m2on-s$_$7,8,43,47,this,this,this,[9],lowercase / apostrophe normalization
-t217m2on-s$_$7,9,48,51,and,and,and,[10],lowercase / apostrophe normalization
-t217m2on-s$_$7,10,52,55,you,you,you,[11],lowercase / apostrophe normalization
-t217m2on-s$_$7,11,56,61,can't,can't,can't,"[12, 13, 14]",lowercase / apostrophe normalization
-t217m2on-s$_$7,12,62,65,pop,pop,pop,[15],lowercase / apostrophe normalization
-t217m2on-s$_$7,13,66,70,them,them,them,[16],lowercase / apostrophe normalization
-t217m2on-s$_$7,14,71,76,often,often,often,[17],lowercase / apostrophe normalization
-t217m2on-s$_$7,15,78,84,you'll,you'll,you'll,"[19, 20, 21]",lowercase / apostrophe normalization
-t217m2on-s$_$7,16,85,95,definitely,definitely,definitely,[22],lowercase / apostrophe normalization
-t217m2on-s$_$7,17,96,100,need,need,need,[23],lowercase / apostrophe normalization
-t217m2on-s$_$7,18,101,103,to,to,to,[24],lowercase / apostrophe normalization
-t217m2on-s$_$7,19,104,107,see,see,see,[25],lowercase / apostrophe normalization
-t217m2on-s$_$7,20,108,109,a,a,a,[26],lowercase / apostrophe normalization
-t217m2on-s$_$7,21,110,119,physician,physician,physician,[27],lowercase / apostrophe normalization
-t217m2on-s$_$7,22,120,129,regarding,regarding,regarding,[28],lowercase / apostrophe normalization
-t217m2on-s$_$7,23,130,135,those,those,those,[29],lowercase / apostrophe normalization
-t217m2on-s$_$7,24,136,142,things,things,things,[30],lowercase / apostrophe normalization
-t217m2on-s$_$7,25,144,146,it,it,it,[32],lowercase / apostrophe normalization
-t217m2on-s$_$7,26,147,152,could,could,could,[33],lowercase / apostrophe normalization
-t217m2on-s$_$7,27,153,155,be,be,be,[34],lowercase / apostrophe normalization
-t217m2on-s$_$7,28,156,165,something,something,something,[35],lowercase / apostrophe normalization
-t217m2on-s$_$7,29,166,170,more,more,more,[36],lowercase / apostrophe normalization
-t217m2on-s$_$7,30,171,173,of,of,of,[37],lowercase / apostrophe normalization
-t217m2on-s$_$7,31,174,175,a,a,a,[38],lowercase / apostrophe normalization
-t217m2on-s$_$7,32,176,181,nasal,nasal,nasal,[39],lowercase / apostrophe normalization
-t217m2on-s$_$7,33,182,191,infection,infection,infection,[40],lowercase / apostrophe normalization
-t217m2on-s$_$7,34,192,194,or,or,or,[41],lowercase / apostrophe normalization
-t217m2on-s$_$7,35,195,196,a,a,a,[42],lowercase / apostrophe normalization
-t217m2on-s$_$7,36,197,202,sinus,sinus,sinus,"[43, 44]",lowercase / apostrophe normalization
-t217m2on-s$_$7,37,203,212,infection,infection,infection,[45],lowercase / apostrophe normalization
-t217m2on-s$_$7,38,213,217,that,that,that,[46],lowercase / apostrophe normalization
-t217m2on-s$_$7,39,218,220,he,he,he,[47],lowercase / apostrophe normalization
-t217m2on-s$_$7,40,221,226,would,would,would,[48],lowercase / apostrophe normalization
-t217m2on-s$_$7,41,227,231,need,need,need,[49],lowercase / apostrophe normalization
-t217m2on-s$_$7,42,232,234,to,to,to,[50],lowercase / apostrophe normalization
-t217m2on-s$_$7,43,235,239,deal,deal,deal,[51],lowercase / apostrophe normalization
-t217m2on-s$_$7,44,240,244,with,with,with,[52],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,0,0,3,The,The,the,[1],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,1,4,9,first,first,first,[2],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,2,10,15,place,place,place,[3],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,3,16,18,is,is,is,[4],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,4,19,25,either,either,either,[5],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,5,26,29,you,you,you,[6],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,6,30,34,have,have,have,[7],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,7,35,36,a,a,a,[8],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,8,37,45,prospect,prospect,prospect,[9],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,9,47,49,or,or,or,[11],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,10,50,51,a,a,a,[12],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,11,52,60,customer,customer,customer,[13],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,12,61,66,who's,who's,who's,"[14, 15, 16]",lowercase / apostrophe normalization
-tANM6ETl_M$_$3,13,67,72,never,never,never,[17],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,14,73,77,done,done,done,[18],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,15,78,80,it,it,it,[19],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,16,81,87,before,before,before,[20],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,17,89,91,or,or,or,[22],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,18,92,99,they've,they've,they've,"[23, 24, 25]",lowercase / apostrophe normalization
-tANM6ETl_M$_$3,19,100,105,never,never,never,[26],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,20,106,111,tried,tried,tried,[27],lowercase / apostrophe normalization
-tANM6ETl_M$_$3,21,112,114,it,it,it,[28],lowercase / apostrophe normalization
-tPCytz4rww$_$11,0,0,4,Make,Make,make,[1],lowercase / apostrophe normalization
-tPCytz4rww$_$11,1,5,9,sure,sure,sure,[2],lowercase / apostrophe normalization
-tPCytz4rww$_$11,2,10,14,that,that,that,[3],lowercase / apostrophe normalization
-tPCytz4rww$_$11,3,15,19,your,your,your,[4],lowercase / apostrophe normalization
-tPCytz4rww$_$11,4,20,25,using,using,using,[5],lowercase / apostrophe normalization
-tPCytz4rww$_$11,5,26,31,comps,comps,comps,"[6, 7]",lowercase / apostrophe normalization
-tPCytz4rww$_$11,6,32,36,that,that,that,[8],lowercase / apostrophe normalization
-tPCytz4rww$_$11,7,37,40,are,are,are,[9],lowercase / apostrophe normalization
-tPCytz4rww$_$11,8,41,44,not,not,not,[10],lowercase / apostrophe normalization
-tPCytz4rww$_$11,9,45,51,larger,larger,larger,[11],lowercase / apostrophe normalization
-tPCytz4rww$_$11,10,53,55,no,no,no,[13],lowercase / apostrophe normalization
-tPCytz4rww$_$11,11,56,62,larger,larger,larger,[14],lowercase / apostrophe normalization
-tPCytz4rww$_$11,12,63,67,than,than,than,[15],lowercase / apostrophe normalization
-tPCytz4rww$_$11,13,68,74,twelve,twelve,twelve,[16],lowercase / apostrophe normalization
-tPCytz4rww$_$11,14,75,82,hundred,hundred,hundred,[17],lowercase / apostrophe normalization
-tPCytz4rww$_$11,15,83,89,square,square,square,[18],lowercase / apostrophe normalization
-tPCytz4rww$_$11,16,90,94,feet,feet,feet,[19],lowercase / apostrophe normalization
-tPCytz4rww$_$10,0,0,3,Say,Say,say,[1],lowercase / apostrophe normalization
-tPCytz4rww$_$10,1,4,10,twenty,twenty,twenty,[2],lowercase / apostrophe normalization
-tPCytz4rww$_$10,2,11,18,percent,percent,percent,[3],lowercase / apostrophe normalization
-tPCytz4rww$_$10,3,19,21,so,so,so,[4],lowercase / apostrophe normalization
-tPCytz4rww$_$10,4,22,24,if,if,if,[5],lowercase / apostrophe normalization
-tPCytz4rww$_$10,5,25,31,you've,you've,you've,"[6, 7, 8]",lowercase / apostrophe normalization
-tPCytz4rww$_$10,6,32,35,got,got,got,[9],lowercase / apostrophe normalization
-tPCytz4rww$_$10,7,36,37,a,a,a,[10],lowercase / apostrophe normalization
-tPCytz4rww$_$10,8,38,46,thousand,thousand,thousand,[11],lowercase / apostrophe normalization
-tPCytz4rww$_$10,9,47,53,square,square,square,[12],lowercase / apostrophe normalization
-tPCytz4rww$_$10,10,54,58,foot,foot,foot,[13],lowercase / apostrophe normalization
-tPCytz4rww$_$10,11,59,64,condo,condo,condo,[14],lowercase / apostrophe normalization
-tPCytz4rww$_$12,0,0,2,No,No,no,[1],lowercase / apostrophe normalization
-tPCytz4rww$_$12,1,3,7,less,less,less,[2],lowercase / apostrophe normalization
-tPCytz4rww$_$12,2,8,12,than,than,than,[3],lowercase / apostrophe normalization
-tPCytz4rww$_$12,3,13,18,eight,eight,eight,[4],lowercase / apostrophe normalization
-tPCytz4rww$_$12,4,19,26,hundred,hundred,hundred,[5],lowercase / apostrophe normalization
-tPCytz4rww$_$12,5,27,33,squire,squire,squire,[6],lowercase / apostrophe normalization
-tPCytz4rww$_$12,6,34,38,feet,feet,feet,[7],lowercase / apostrophe normalization
-tPCytz4rww$_$12,7,39,42,and,and,and,[8],lowercase / apostrophe normalization
-tPCytz4rww$_$12,8,43,48,going,going,going,[9],lowercase / apostrophe normalization
-tPCytz4rww$_$12,9,49,51,to,to,to,[10],lowercase / apostrophe normalization
-tPCytz4rww$_$12,10,52,59,similar,similar,similar,[11],lowercase / apostrophe normalization
-tPCytz4rww$_$12,11,60,62,in,in,in,[12],lowercase / apostrophe normalization
-tPCytz4rww$_$12,12,64,71,similar,similar,similar,[14],lowercase / apostrophe normalization
-tPCytz4rww$_$12,13,72,76,with,with,with,[15],lowercase / apostrophe normalization
-tPCytz4rww$_$12,14,77,85,bedrooms,bedrooms,bedrooms,[16],lowercase / apostrophe normalization
-tPCytz4rww$_$12,15,86,89,and,and,and,[17],lowercase / apostrophe normalization
-tPCytz4rww$_$12,16,90,99,bathrooms,bathrooms,bathrooms,[18],lowercase / apostrophe normalization
-tPCytz4rww$_$12,17,100,102,as,as,as,[19],lowercase / apostrophe normalization
-tPCytz4rww$_$12,18,103,107,well,well,well,[20],lowercase / apostrophe normalization
-tPCytz4rww$_$12,19,108,111,and,and,and,[21],lowercase / apostrophe normalization
-tPCytz4rww$_$12,20,112,121,hopefully,hopefully,hopefully,[22],lowercase / apostrophe normalization
-tPCytz4rww$_$12,21,122,125,the,the,the,[23],lowercase / apostrophe normalization
-tPCytz4rww$_$12,22,126,135,complexes,complexes,complexes,[24],lowercase / apostrophe normalization
-tPCytz4rww$_$12,23,136,140,have,have,have,[25],lowercase / apostrophe normalization
-tPCytz4rww$_$12,24,141,148,similar,similar,similar,[26],lowercase / apostrophe normalization
-tPCytz4rww$_$12,25,149,158,amenities,amenities,amenities,[27],lowercase / apostrophe normalization
-tPCytz4rww$_$16,0,0,2,So,So,so,[1],lowercase / apostrophe normalization
-tPCytz4rww$_$16,1,3,7,make,make,make,[2],lowercase / apostrophe normalization
-tPCytz4rww$_$16,2,8,12,sure,sure,sure,[3],lowercase / apostrophe normalization
-tPCytz4rww$_$16,3,13,15,to,to,to,[4],lowercase / apostrophe normalization
-tPCytz4rww$_$16,4,16,19,get,get,get,[5],lowercase / apostrophe normalization
-tPCytz4rww$_$16,5,20,21,a,a,a,[6],lowercase / apostrophe normalization
-tPCytz4rww$_$16,6,22,29,through,through,through,[7],lowercase / apostrophe normalization
-tPCytz4rww$_$16,7,30,32,or,or,or,[8],lowercase / apostrophe normalization
-tPCytz4rww$_$16,8,33,35,to,to,to,[9],lowercase / apostrophe normalization
-tPCytz4rww$_$16,9,36,38,do,do,do,[10],lowercase / apostrophe normalization
-tPCytz4rww$_$16,10,39,40,a,a,a,[11],lowercase / apostrophe normalization
-tPCytz4rww$_$16,11,41,48,through,through,through,[12],lowercase / apostrophe normalization
-tPCytz4rww$_$16,12,49,57,cleaning,cleaning,cleaning,[13],lowercase / apostrophe normalization
-tPCytz4rww$_$16,13,58,60,of,of,of,[14],lowercase / apostrophe normalization
-tPCytz4rww$_$16,14,61,64,the,the,the,[15],lowercase / apostrophe normalization
-tPCytz4rww$_$16,15,65,73,property,property,property,[16],lowercase / apostrophe normalization
-tPCytz4rww$_$18,0,0,2,Do,Do,do,[1],lowercase / apostrophe normalization
-tPCytz4rww$_$18,1,3,5,so,so,so,[2],lowercase / apostrophe normalization
-tPCytz4rww$_$18,2,6,9,and,and,and,[3],lowercase / apostrophe normalization
-tPCytz4rww$_$18,3,10,12,as,as,as,[4],lowercase / apostrophe normalization
-tPCytz4rww$_$18,4,13,17,well,well,well,[5],lowercase / apostrophe normalization
-tPCytz4rww$_$18,5,18,24,you'll,you'll,you'll,"[6, 7, 8]",lowercase / apostrophe normalization
-tPCytz4rww$_$18,6,25,29,also,also,also,[9],lowercase / apostrophe normalization
-tPCytz4rww$_$18,7,30,34,want,want,want,[10],lowercase / apostrophe normalization
-tPCytz4rww$_$18,8,35,37,to,to,to,[11],lowercase / apostrophe normalization
-tPCytz4rww$_$18,9,38,44,remove,remove,remove,[12],lowercase / apostrophe normalization
-tPCytz4rww$_$18,10,45,48,any,any,any,[13],lowercase / apostrophe normalization
-tPCytz4rww$_$18,11,49,56,clutter,clutter,clutter,"[14, 15]",lowercase / apostrophe normalization
-tPCytz4rww$_$18,12,57,61,from,from,from,[16],lowercase / apostrophe normalization
-tPCytz4rww$_$18,13,62,66,that,that,that,[17],lowercase / apostrophe normalization
-tPCytz4rww$_$18,14,67,73,you've,you've,you've,"[18, 19, 20]",lowercase / apostrophe normalization
-tPCytz4rww$_$18,15,74,85,accumulated,accumulated,accumulated,[21],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,0,0,6,You're,You're,you're,"[1, 2, 3]",lowercase / apostrophe normalization
-vxjVxOeScU$_$4,1,7,12,going,going,going,[4],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,2,13,15,to,to,to,[5],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,3,16,20,talk,talk,talk,[6],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,4,21,26,about,about,about,[7],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,5,27,32,their,their,their,[8],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,6,33,37,life,life,life,[9],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,7,39,44,their,their,their,[11],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,8,45,53,marriage,marriage,marriage,[12],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,9,54,57,and,and,and,[13],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,10,58,65,usually,usually,usually,[14],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,11,66,69,how,how,how,[15],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,12,70,77,amazing,amazing,amazing,[16],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,13,78,80,it,it,it,[17],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,14,81,83,is,is,is,[18],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,15,84,88,that,that,that,[19],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,16,89,96,they've,they've,they've,"[20, 21, 22]",lowercase / apostrophe normalization
-vxjVxOeScU$_$4,17,97,103,stayed,stayed,stayed,[23],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,18,104,112,together,together,together,[24],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,19,113,117,this,this,this,[25],lowercase / apostrophe normalization
-vxjVxOeScU$_$4,20,118,122,long,long,long,[26],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,0,0,2,So,So,so,[1],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,1,3,5,if,if,if,[2],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,2,6,9,you,you,you,[3],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,3,10,14,have,have,have,[4],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,4,15,16,a,a,a,[5],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,5,17,22,loved,loved,loved,[6],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,6,23,26,one,one,one,[7],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,7,27,30,who,who,who,[8],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,8,31,33,is,is,is,[9],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,9,34,43,depressed,depressed,depressed,[10],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,10,44,49,those,those,those,[11],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,11,50,53,are,are,are,[12],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,12,54,58,some,some,some,[13],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,13,59,61,of,of,of,[14],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,14,62,65,the,the,the,[15],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,15,66,72,things,things,things,[16],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,16,73,77,that,that,that,[17],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,17,78,81,you,you,you,[18],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,18,82,88,should,should,should,[19],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,19,89,94,think,think,think,[20],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,20,95,100,about,about,about,[21],lowercase / apostrophe normalization
-wMB_hJL-3o$_$7,21,101,106,doing,doing,doing,[22],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,0,0,3,And,And,and,[1],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,1,4,11,because,because,because,[2],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,2,12,16,they,they,they,[3],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,3,17,25,couldn’t,couldn't,couldn't,"[4, 5, 6]",lowercase / apostrophe normalization
-wny0OAz3g8$_$1,4,26,30,join,join,join,[7],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,5,31,37,unions,unions,unions,[8],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,6,39,43,many,many,many,[10],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,7,44,49,Black,Black,black,[11],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,8,50,57,workers,workers,workers,[12],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,9,58,66,couldn’t,couldn't,couldn't,"[13, 14, 15]",lowercase / apostrophe normalization
-wny0OAz3g8$_$1,10,67,70,get,get,get,[16],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,11,71,84,manufacturing,manufacturing,manufacturing,[17],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,12,85,87,or,or,or,[18],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,13,88,93,trade,trade,trade,[19],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,14,94,98,work,work,work,[20],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,15,101,106,which,which,which,[22],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,16,107,111,paid,paid,paid,[23],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,17,112,116,much,much,much,[24],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,18,117,123,better,better,better,[25],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,19,124,128,than,than,than,[26],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,20,129,136,service,service,service,[27],lowercase / apostrophe normalization
-wny0OAz3g8$_$1,21,137,141,work,work,work,[28],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,0,0,5,trade,trade,trade,[1],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,1,6,11,labor,labor,labor,[2],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,2,12,18,unions,unions,unions,[3],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,3,19,25,didn’t,didn't,didn't,"[4, 5, 6]",lowercase / apostrophe normalization
-wny0OAz3g8$_$0,4,26,31,allow,allow,allow,[7],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,5,32,37,Black,Black,black,[8],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,6,38,45,workers,workers,workers,[9],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,7,46,48,to,to,to,[10],lowercase / apostrophe normalization
-wny0OAz3g8$_$0,8,49,53,join,join,join,[11],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,0,0,5,Which,Which,which,[1],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,1,6,10,then,then,then,[2],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,2,11,18,allowed,allowed,allowed,[3],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,3,19,22,the,the,the,[4],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,4,23,28,white,white,white,[5],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,5,29,36,workers,workers,workers,[6],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,6,37,40,and,and,and,[7],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,7,41,47,unions,unions,unions,[8],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,8,48,50,to,to,to,[9],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,9,51,58,justify,justify,justify,[10],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,10,59,64,their,their,their,[11],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,11,65,73,decision,decision,decision,[12],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,12,74,76,to,to,to,[13],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,13,77,80,not,not,not,[14],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,14,81,86,allow,allow,allow,[15],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,15,87,92,black,black,black,[16],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,16,93,100,workers,workers,workers,[17],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,17,101,105,into,into,into,[18],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,18,106,111,their,their,their,[19],lowercase / apostrophe normalization
-wny0OAz3g8$_$3,19,112,117,union,union,union,[20],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,0,0,3,And,And,and,[1],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,1,4,11,because,because,because,[2],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,2,12,16,they,they,they,[3],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,3,17,25,couldn’t,couldn't,couldn't,"[4, 5, 6]",lowercase / apostrophe normalization
-wny0OAz3g8$_$2,4,26,29,get,get,get,[7],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,5,30,35,these,these,these,[8],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,6,36,40,jobs,jobs,jobs,[9],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,7,42,47,Black,Black,black,[11],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,8,48,59,communities,communities,communities,[12],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,9,60,63,had,had,had,[13],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,10,64,68,more,more,more,[14],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,11,69,72,men,men,men,[15],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,12,73,76,out,out,out,[16],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,13,77,79,of,of,of,[17],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,14,80,84,work,work,work,[18],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,15,86,92,higher,higher,higher,[20],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,16,93,98,rates,rates,rates,[21],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,17,99,101,of,of,of,[22],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,18,102,109,poverty,poverty,poverty,[23],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,19,111,114,and,and,and,[25],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,20,115,119,more,more,more,[26],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,21,120,128,criminal,criminal,criminal,[27],lowercase / apostrophe normalization
-wny0OAz3g8$_$2,22,129,137,behavior,behavior,behavior,[28],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,0,0,4,This,This,this,[1],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,1,5,7,is,is,is,[2],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,2,8,14,what’s,what's,what's,"[3, 4, 5]",lowercase / apostrophe normalization
-wny0OAz3g8$_$5,3,15,18,now,now,now,[6],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,4,19,24,known,known,known,[7],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,5,25,27,as,as,as,[8],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,6,28,34,racial,racial,racial,[9],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,7,35,44,formation,formation,formation,[10],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,8,45,51,theory,theory,theory,[11],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,9,53,54,a,a,a,[13],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,10,55,61,theory,theory,theory,[14],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,11,62,72,formalized,formalized,formalized,"[15, 16]",lowercase / apostrophe normalization
-wny0OAz3g8$_$5,12,73,75,by,by,by,[17],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,13,76,82,modern,modern,modern,[18],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,14,83,95,sociologists,sociologists,sociologists,"[19, 20]",lowercase / apostrophe normalization
-wny0OAz3g8$_$5,15,96,103,Michael,Michael,michael,[21],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,16,104,107,Omi,Omi,omi,"[22, 23]",lowercase / apostrophe normalization
-wny0OAz3g8$_$5,17,108,111,and,and,and,[24],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,18,112,118,Howard,Howard,howard,[25],lowercase / apostrophe normalization
-wny0OAz3g8$_$5,19,119,125,Winant,Winant,winant,"[26, 27]",lowercase / apostrophe normalization
